,Reporting_Year,NTA__,boro___x,NO_count,unit_value_max_max_x,unit_value_min_min_x,unit_value_total_sum_x,unit_value_mean_x,YES_count,unit_value_max_max_y,unit_value_min_min_y,unit_value_total_sum_y,unit_value_mean_y,count_all,vacant_ratio
0,2019 and 2020,BK09,3,196,358.9386792,37.74271845,26654.89861,135.9943807,31,328.4505495,70.115625,4674.529617,150.791278,227,0.136563877
1,2020 and 2021,BK09,3,200,470.0769231,58.11204365,28062.0894,140.310447,55,358.9386792,70.115625,7831.43866,142.3897938,255,0.215686275
2,2020 and 2021,BK17,3,416,589.7983595,23.04761905,37443.3037,90.0079416,66,195.48,19.23076923,5656.853017,85.70989419,482,0.136929461
3,2019 and 2020,BK17,3,443,589.7983595,25.5,39275.95456,88.65903963,55,195.48,23.04761905,4920.388728,89.46161323,498,0.110441767
4,2019 and 2020,BK19,3,270,483.375,29.87671233,28643.94077,106.0886695,33,165.7760091,18.57753204,2523.293001,76.46342426,303,0.108910891
5,2020 and 2021,BK19,3,254,483.375,29.87671233,25803.16682,101.587271,22,141.6375,22.07142857,1873.770333,85.17137877,276,0.079710145
6,2019 and 2020,BK21,3,109,402.6459854,14.63333333,8632.937649,79.20126283,4,95.47339632,24.39655172,239.7934739,59.94836848,113,0.03539823
7,2020 and 2021,BK21,3,142,402.6459854,24.39655172,10057.56697,70.82793641,10,68.82,17.06100342,474.6811239,47.46811239,152,0.065789474
8,2019 and 2020,BK23,3,45,116.901,30.13359375,3076.943496,68.37652214,10,116.901,67.19951923,921.6861613,92.16861613,55,0.181818182
9,2020 and 2021,BK23,3,31,105.062173,30.13359375,1768.636585,57.05279305,12,105.062173,67.19951923,1124.83765,93.73647085,43,0.279069767
10,2020 and 2021,BK25,3,385,356.3372093,16.72826087,31751.73331,82.47203457,52,227.9093023,16.068,4202.968659,80.82632037,437,0.118993135
11,2019 and 2020,BK25,3,375,356.3372093,16.72826087,31684.14031,84.49104082,46,227.9093023,18.74545455,3627.635132,78.86163331,421,0.109263658
12,2020 and 2021,BK26,3,102,370.8154506,27.55970149,7406.697918,72.61468547,11,98.28947368,24.42592593,681.4073612,61.94612375,113,0.097345133
13,2019 and 2020,BK26,3,114,370.8154506,37.27049202,9013.966804,79.06988424,6,168.9570552,49.98383969,530.1067001,88.35111669,120,0.05
14,2020 and 2021,BK27,3,141,338.3351405,24.61538462,11389.32911,80.77538375,7,154.2802385,24.37151703,495.5433052,70.79190074,148,0.047297297
15,2019 and 2020,BK27,3,144,338.3351405,24.61538462,11722.2425,81.40446181,13,120.3967742,23.22272727,840.5273909,64.65595315,157,0.082802548
16,2020 and 2021,BK28,3,592,507.9719388,20.475,48785.34547,82.40767816,57,274.9821429,24.53515809,3873.86973,67.96262684,649,0.087827427
17,2019 and 2020,BK28,3,585,507.9719388,16.91584158,48147.34492,82.3031537,45,274.9821429,23.83636364,3478.277508,77.29505574,630,0.071428571
18,2020 and 2021,BK29,3,339,549.140625,18.18336163,25517.47672,75.27279268,43,138.3759275,30.99827586,3247.226779,75.51690183,382,0.112565445
19,2019 and 2020,BK29,3,332,549.140625,18.18336163,24523.44086,73.86578572,37,138.3759275,24.89361702,3038.455916,82.12043015,369,0.100271003
20,2020 and 2021,BK30,3,194,462.001524,24.45,15231.15291,78.51109749,24,128.625,25.95384615,1577.094373,65.71226555,218,0.110091743
21,2019 and 2020,BK30,3,178,462.001524,24.3,13790.38974,77.47409967,19,140.8636364,39.11087038,1532.922047,80.68010775,197,0.096446701
22,2020 and 2021,BK31,3,596,409.6328539,20.78504776,52042.35816,87.31939288,83,345.5433658,10.97222222,6215.30396,74.88318024,679,0.122238586
23,2019 and 2020,BK31,3,694,537.5322581,20.78504776,59340.4585,85.50498342,72,265.734375,10.97222222,5115.92383,71.05449764,766,0.093994778
24,2019 and 2020,BK32,3,618,254.5116279,19.13026521,39666.43253,64.18516591,95,140.8823529,22.77429578,5307.267197,55.8659705,713,0.133239832
25,2020 and 2021,BK32,3,640,371.8356164,19.13026521,42152.67121,65.86354877,113,177.7770937,22.77429578,10603.31129,93.83461319,753,0.150066401
26,2019 and 2020,BK33,3,246,286.0714286,11.79310345,26958.54571,109.5875842,44,224.55,15.57352941,4756.559955,108.1036353,290,0.151724138
27,2020 and 2021,BK33,3,260,329.0625,25.34385406,29656.36396,114.0629383,36,208.8623248,17.25,3871.229155,107.5341432,296,0.121621622
28,2019 and 2020,BK34,3,550,363.7362637,21.555,45978.58276,83.5974232,74,272.6526316,23.63636364,5557.649168,75.10336714,624,0.118589744
29,2020 and 2021,BK34,3,535,375.5223881,21.555,44443.92198,83.07275137,71,140.4503106,22.84210526,4930.906977,69.44939405,606,0.117161716
30,2020 and 2021,BK35,3,251,219.3643512,21.88421053,16169.39112,64.41988496,40,92.592,5.75794621,2228.520028,55.71300069,291,0.137457045
31,2019 and 2020,BK35,3,242,219.3643512,8.916666667,15209.86366,62.85067628,47,135.2150538,5.75794621,2628.196559,55.91907573,289,0.162629758
32,2019 and 2020,BK37,3,717,413.2211538,14.52459016,97038.07695,135.3390195,114,302.9836863,19.75367647,14051.21794,123.2562977,831,0.137184116
33,2020 and 2021,BK37,3,686,413.2211538,19.44,94582.30182,137.8750755,110,350.4689632,20.61808118,14407.26277,130.9751161,796,0.138190955
34,2019 and 2020,BK38,3,488,456.9463087,31.43414634,65697.95926,134.6269657,79,345.9264126,35.42328042,9809.341096,124.1688746,567,0.139329806
35,2020 and 2021,BK38,3,497,506.2,31.43414634,66372.73333,133.5467472,102,345.9264126,28.25755475,12390.08734,121.4714445,599,0.170283806
36,2019 and 2020,BK40,3,68,567.5480769,21.225,8770.218566,128.9738024,5,60.6744186,25.56,208.7635311,41.75270621,73,0.068493151
37,2020 and 2021,BK40,3,80,567.5480769,21.225,9666.510575,120.8313822,4,204.6721081,73.04081633,563.6039463,140.9009866,84,0.047619048
38,2020 and 2021,BK41,3,156,415.1806414,24.25588235,12370.96524,79.30105925,16,141.627907,24.25588235,1098.105824,68.63161398,172,0.093023256
39,2019 and 2020,BK41,3,168,415.1806414,24.25588235,13281.7069,79.05777915,14,141.627907,24.25588235,1102.432867,78.74520479,182,0.076923077
40,2019 and 2020,BK42,3,426,500.1470588,11.95991091,33058.37542,77.60182023,44,114.8700696,21,2698.552833,61.33074621,470,0.093617021
41,2020 and 2021,BK42,3,446,500.1470588,21.23455233,34650.09566,77.69079745,50,137.4589224,20.41666667,3490.1673,69.803346,496,0.100806452
42,2019 and 2020,BK43,3,244,291.2078153,15.41584724,19467.2223,79.78369796,24,113.4,21.90909091,1183.986499,49.33277079,268,0.089552239
43,2020 and 2021,BK43,3,249,250.5681818,17.91964286,17962.99031,72.14052334,30,113.4,22.44078947,1635.962119,54.53207064,279,0.107526882
44,2019 and 2020,BK44,3,300,331.875,18.48730114,28523.97362,95.07991208,25,184.6015038,30.08823529,2412.717084,96.50868334,325,0.076923077
45,2020 and 2021,BK44,3,292,255.9,23.00806452,28264.66808,96.79680851,35,205.3846154,30.08823529,3247.294463,92.7798418,327,0.107033639
46,2020 and 2021,BK45,3,210,372.4804688,22.44047619,23258.36269,110.7541081,27,284.0526316,23.30128205,3395.920785,125.7748439,237,0.113924051
47,2019 and 2020,BK45,3,178,372.4804688,17.18303571,14475.02481,81.32036407,32,157.3071429,23.30128205,1985.343514,62.0419848,210,0.152380952
48,2020 and 2021,BK46,3,92,188.3076923,26.74975321,5485.133073,59.62101167,7,48.735,27.95276873,261.0543833,37.29348333,99,0.070707071
49,2019 and 2020,BK46,3,100,188.3076923,26.74975321,6029.486854,60.29486854,10,105.9705882,24.53333333,565.0277952,56.50277952,110,0.090909091
50,2019 and 2020,BK50,3,285,540.5273438,28.2967033,28680.45187,100.6331645,29,165.9983744,15.74074074,2298.061675,79.24350603,314,0.092356688
51,2020 and 2021,BK50,3,302,540.5273438,28.2967033,31156.72409,103.1679606,28,224.8571429,40.97958643,2563.406876,91.55024556,330,0.084848485
52,2019 and 2020,BK58,3,353,486,8.984210526,27145.30425,76.89887888,28,163.2858356,17.9757085,1995.386919,71.26381855,381,0.073490814
53,2020 and 2021,BK58,3,359,486,15.82222222,28347.56666,78.96258123,37,163.2858356,18.28125,2594.143311,70.11198137,396,0.093434343
54,2020 and 2021,BK60,3,439,396.9985775,16.66604891,27241.68931,62.05396198,61,102.3637375,16.66604891,3029.01554,49.65599246,500,0.122
55,2019 and 2020,BK60,3,400,396.9985775,16.66604891,22752.38023,56.88095058,51,125.8461538,16.66604891,2666.163854,52.27772262,451,0.11308204
56,2020 and 2021,BK61,3,527,308.7613636,12.89256198,39156.99338,74.30169522,70,171.8914647,16.6543258,4954.474218,70.77820312,597,0.117252931
57,2019 and 2020,BK61,3,434,374.7218024,16.6543258,33527.75784,77.25289826,77,171.8914647,9.609720177,4608.204689,59.84681414,511,0.150684932
58,2019 and 2020,BK63,3,153,295.6925676,22.73761073,8953.346918,58.51860731,25,147.7797658,22.73761073,1318.290783,52.73163131,178,0.140449438
59,2020 and 2021,BK63,3,200,295.6925676,19.26870748,11894.80273,59.47401365,24,116.7032967,19.70967742,1222.470378,50.93626573,224,0.107142857
60,2019 and 2020,BK64,3,108,322.6829268,39.59079284,15444.15531,143.0014381,19,218.6172686,20.7231405,1409.96481,74.20867422,127,0.149606299
61,2020 and 2021,BK64,3,87,322.6829268,29.1316932,12121.95173,139.3327785,19,263.9484979,24.15705827,2382.014984,125.3692097,106,0.179245283
62,2019 and 2020,BK68,3,144,350.4282655,38.46492847,17852.61539,123.9764957,31,249.7633136,62.97251908,2767.875263,89.28629879,175,0.177142857
63,2020 and 2021,BK68,3,158,350.4282655,34.45588235,20735.89639,131.2398506,30,263.9273356,65.38436991,3469.554406,115.6518135,188,0.159574468
64,2020 and 2021,BK69,3,184,322.734375,13.59574468,15192.09302,82.56572295,31,207.2530864,10.7,2372.432901,76.53009359,215,0.144186047
65,2019 and 2020,BK69,3,205,322.734375,17.15184609,17147.81994,83.64790217,23,134.1947115,13.96,1247.052173,54.21965969,228,0.100877193
66,2020 and 2021,BK72,3,91,184.7070506,24.20352569,4995.721694,54.89804059,3,98.5984998,36.02714932,214.6502342,71.55007808,94,0.031914894
67,2019 and 2020,BK72,3,115,184.7070506,21.86915888,6370.384201,55.39464523,3,52.25613802,40.27576197,139.5319,46.51063333,118,0.025423729
68,2020 and 2021,BK73,3,552,501.6,22.49594959,58914.81685,106.7297407,123,224.7428571,31.61458333,12563.09396,102.1389753,675,0.182222222
69,2019 and 2020,BK73,3,564,501.6,22.49594959,60694.40362,107.6141908,98,224.7428571,19.6097561,8888.108278,90.69498242,662,0.148036254
70,2020 and 2021,BK75,3,266,187.65,10.86136364,16301.32187,61.28316494,52,121.8181818,10.86136364,2889.238576,55.56228031,318,0.163522013
71,2019 and 2020,BK75,3,275,283.1332912,10.86136364,17202.62666,62.55500605,50,169.92,10.86136364,3252.074219,65.04148438,325,0.153846154
72,2020 and 2021,BK76,3,427,439.1833189,12.42595415,52137.73795,122.1024308,67,335.6697819,17.96178344,7152.388071,106.7520608,494,0.13562753
73,2019 and 2020,BK76,3,412,335.6697819,12.42595415,50455.06663,122.4637539,58,237.4,14.016,5521.468591,95.19773432,470,0.123404255
74,2020 and 2021,BK77,3,446,404.2279412,9.561692308,36230.33637,81.23393805,39,136.4583333,48.24,3313.723038,84.96725739,485,0.080412371
75,2019 and 2020,BK77,3,480,404.2279412,9.561692308,37770.29392,78.68811234,55,118.9384615,12.65285498,4209.371249,76.53402271,535,0.102803738
76,2020 and 2021,BK78,3,366,296.4,16.63392857,26914.53369,73.5369773,59,188.6896552,19.66572238,4657.235088,78.93618794,425,0.138823529
77,2019 and 2020,BK78,3,368,296.4,16.63392857,27435.86561,74.55398263,40,188.6896552,19.104,3108.628525,77.71571313,408,0.098039216
78,2020 and 2021,BK79,3,105,381.6818182,18.34482759,6346.331422,60.44125164,16,94.6978022,21.25,746.8179844,46.67612403,121,0.132231405
79,2019 and 2020,BK79,3,106,208.5,19.13461538,5896.143157,55.62399205,20,76.32920515,18.34482759,893.2451964,44.66225982,126,0.158730159
80,2019 and 2020,BK81,3,381,389.475,14.53020962,23093.26403,60.61224154,34,79.02,11.19957983,1495.895813,43.99693568,415,0.081927711
81,2020 and 2021,BK81,3,353,389.475,23.98784307,22247.4852,63.02403741,26,82.22033898,12.83701268,1197.425281,46.05481851,379,0.068601583
82,2019 and 2020,BK82,3,319,455.8512064,18.09,31568.37505,98.96042336,23,193.6412396,12.37190702,1342.816203,58.38331315,342,0.067251462
83,2020 and 2021,BK82,3,314,455.8512064,18.09,32185.45279,102.501442,26,163.2593584,14.52357071,1534.826207,59.03177719,340,0.076470588
84,2019 and 2020,BK83,3,187,256.9090909,27.975,13262.86172,70.9243942,21,137.7,14.62957174,1231.538171,58.6446748,208,0.100961538
85,2020 and 2021,BK83,3,189,256.9090909,14.0591716,13536.36764,71.62099279,19,137.7,14.6,1232.506264,64.86875076,208,0.091346154
86,2019 and 2020,BK85,3,60,183.7078652,19.875,2989.194659,49.81991099,12,56.25,14.18666667,423.090573,35.25754775,72,0.166666667
87,2020 and 2021,BK85,3,68,116.0054902,23,3178.905252,46.74860664,5,46.31803074,16.77,167.868765,33.573753,73,0.068493151
88,2019 and 2020,BK88,3,630,262.5,18.48214286,41735.17153,66.24630402,42,139.125,18.48214286,2343.827395,55.80541416,672,0.0625
89,2020 and 2021,BK88,3,588,262.5,18.48214286,38467.06649,65.42018111,38,185.7567568,23.78718535,2206.637717,58.0694136,626,0.060702875
90,2019 and 2020,BK90,3,361,369.25,17.22393001,32056.85216,88.80014447,52,172.125,16.88421053,4627.37132,88.98790999,413,0.12590799
91,2020 and 2021,BK90,3,363,369.25,16.88421053,32410.7375,89.28577824,44,166.8,20.2704,3976.15322,90.36711863,407,0.108108108
92,2020 and 2021,BK91,3,267,395.4225352,14.64230769,19110.77266,71.57592757,18,203.1130435,15.46,1302.39587,72.3553261,285,0.063157895
93,2019 and 2020,BK91,3,253,395.4225352,14.72880299,18014.48772,71.20350879,23,123.2,15.46,1405.635639,61.114593,276,0.083333333
94,2020 and 2021,BK93,3,23,103.3813768,32.91992264,2307.310213,100.3178353,2,103.3813768,103.3813768,206.7627537,103.3813768,25,0.08
95,2019 and 2020,BK93,3,23,103.3813768,32.91992264,2307.310213,100.3178353,2,103.3813768,103.3813768,206.7627537,103.3813768,25,0.08
96,2020 and 2021,BK95,3,211,234.0322581,18.72439024,14932.4104,70.76971751,40,113.472,15.3,2532.564823,63.31412057,251,0.15936255
97,2019 and 2020,BK95,3,184,234.0322581,12.59881423,12817.33307,69.65941884,38,97.66912196,16.9569378,2376.302155,62.53426723,222,0.171171171
98,2020 and 2021,BK96,3,279,301.4505495,17.32258065,19268.18954,69.06161124,27,120.5084746,14.41958888,1556.663273,57.65419531,306,0.088235294
99,2019 and 2020,BK96,3,277,301.4505495,17.85,18854.34291,68.0662199,33,354,15.14925373,2171.614306,65.80649411,310,0.106451613
100,2020 and 2021,BK99,3,16,98.859375,25.9875,1031.002034,64.43762716,20,84.48589725,79.13722826,1682.335347,84.11676737,36,0.555555556
101,2019 and 2020,BK99,3,14,98.859375,25.9875,788.2483695,56.30345497,18,84.48589725,30.19067797,1461.102262,81.1723479,32,0.5625
102,2019 and 2020,BX01,2,187,238.39432,15.668988,9857.353433,52.71311996,18,69.40796795,11.34841629,739.1204809,41.06224894,205,0.087804878
103,2020 and 2021,BX01,2,192,238.39432,11.34841629,9836.551391,51.2320385,13,87,20.53654024,752.1704637,57.85926644,205,0.063414634
104,2019 and 2020,BX03,2,186,227.25,16.94092577,12251.92215,65.87054919,25,140.1290674,32.26829268,1764.076183,70.56304732,211,0.118483412
105,2020 and 2021,BX03,2,155,265.4457831,32.26829268,10624.51341,68.54524778,22,117.2205882,34.56608812,1381.464315,62.79383251,177,0.124293785
106,2019 and 2020,BX05,2,370,456.2741117,13.37992854,35719.60084,96.53946174,41,456.2741117,15.07228916,5479.734483,133.6520606,411,0.099756691
107,2020 and 2021,BX05,2,367,456.2741117,12.17316017,34666.81366,94.45998273,42,456.2741117,17.952,3337.672477,79.46839231,409,0.102689487
108,2019 and 2020,BX06,2,274,422.4375,1.52977386,16897.17251,61.6685128,33,105.4598429,1.52977386,1893.911441,57.39125579,307,0.107491857
109,2020 and 2021,BX06,2,299,422.4375,12.5625,19954.62565,66.73787844,40,106.02,13.36314848,2527.874847,63.19687119,339,0.1179941
110,2019 and 2020,BX07,2,234,234.5518868,14.32803468,16159.1698,69.05628122,17,136.3370677,14.32803468,750.8271277,44.16630163,251,0.067729084
111,2020 and 2021,BX07,2,251,236.9239631,14.32803468,17460.59391,69.56411916,12,73.72653061,23.56091772,560.7327968,46.72773306,263,0.045627376
112,2019 and 2020,BX08,2,244,455.0314465,13.30714286,17546.16164,71.91049851,7,169.171875,20.23113709,649.4081756,92.77259652,251,0.027888446
113,2020 and 2021,BX08,2,225,455.0314465,13.30714286,15902.97615,70.67989401,15,169.171875,20.23113709,1353.773926,90.25159504,240,0.0625
114,2020 and 2021,BX09,2,156,368.1372549,18.03122449,14495.67088,92.92096715,14,222.0179104,33.99100257,1368.192295,97.72802108,170,0.082352941
115,2019 and 2020,BX09,2,128,368.1372549,18.03122449,12705.78157,99.2639185,22,174.9449339,51.07327905,1889.957493,85.90715875,150,0.146666667
116,2019 and 2020,BX10,2,177,326.2323391,13.86773547,14392.47432,81.31341424,8,63.7875,16.85516373,363.3283186,45.41603982,185,0.043243243
117,2020 and 2021,BX10,2,181,326.2323391,12.65267176,14354.65467,79.30748435,12,121.5149007,14.95833333,681.894943,56.82457858,193,0.062176166
118,2020 and 2021,BX13,2,310,382.8967254,20.31428571,28718.66803,92.64086461,22,178.6182243,22.71452608,2030.792945,92.30877025,332,0.06626506
119,2019 and 2020,BX13,2,278,382.8967254,28.98,25839.17374,92.94666814,32,141.2044121,22.71452608,2901.060149,90.65812966,310,0.103225806
120,2020 and 2021,BX14,2,373,223.6704545,12.83985213,18319.81355,49.11478163,32,85.98033708,18.41773349,1237.407179,38.66897433,405,0.079012346
121,2019 and 2020,BX14,2,378,223.6704545,12.83985213,17094.94142,45.22471276,31,114.7021277,18.41773349,1400.131627,45.16553634,409,0.075794621
122,2019 and 2020,BX17,2,301,146.24,11.16647128,17757.27991,58.9942854,29,112.2438044,15.42492918,1665.003907,57.41392782,330,0.087878788
123,2020 and 2021,BX17,2,312,146.24,13.36423355,18734.88183,60.04769817,24,124.5394737,41.37804878,1784.061934,74.33591393,336,0.071428571
124,2020 and 2021,BX22,2,100,291.4772727,19.845,8532.942584,85.32942584,12,111.3,38.82042254,970.5383583,80.87819653,112,0.107142857
125,2019 and 2020,BX22,2,93,458.7662338,19.845,8450.713277,90.8678847,12,111.3,38.82042254,858.3570341,71.52975284,105,0.114285714
126,2019 and 2020,BX26,2,161,379.6875,11.9025,7821.265525,48.57928898,13,127.9285714,21.40577204,810.8321815,62.37170627,174,0.074712644
